Timestamp,,Artist?,Album Name?,"Version Number? (This is usually needed to catalog, but it's difficult to find sometimes so don't worry too much.)","Is the CD case broken (breaks in half, CD won't stay in place, etc.)?","If you know the label number but the CD case itself is missing, please fill in ""N/A"" for the required questions and select this as an option.",Anything else you’d like to add or mention?,Rateyourmusic.com ?,Other:
6/17/2023 16:42:00,9331,The Cure,The Singles,,No,,Handmade CD. Front label is drawn onto a Ricky Jones booklet.,,
6/17/2023 16:43:07,9332,V/A,The Unaccompanied Voice: An A Capella Compilation,56605 00072,No,,,,
6/17/2023 16:43:47,9333,Phaser,Skydive EP,phsr01-2,No,,,,
6/17/2023 16:45:20,9335,Cali Agents,How the West was One,GCR7040,No,,Missing CD,,
6/17/2023 16:47:11,9336,V/A,Renegade Hardware Presents: Armageddon 2,RH25CD,No,,Promo CD,,
6/17/2023 16:48:17,9337,Glossary,This is All We've Learned About Living,champ 007,No,,,,
6/17/2023 16:46:14,9338,Funker Vogt,Maschine Zeit,MET 175,No,,,,
6/17/2023 16:49:02,9339,In Flames,Clayman,NB 499-2,No,,,,
6/17/2023 16:50:48,9341,Ursula 1000,All Systems are GO GO,ESL030,No,,,,
6/17/2023 16:51:31,9342,Mayhem,Grand Declaration of War,NR 054,No,,,,
6/17/2023 16:51:55,9343,Ida,Will You Find Me,TS005,No,,,,
6/17/2023 16:52:31,9344,The Legendary Pink Dots,A Perfect Mystery by the Legendary Pink DOts,cad 11,No,,,,
6/17/2023 16:52:54,9345,V/A,Live at the Blue Room,yanstar 001,No,,,,
6/17/2023 16:53:17,9346,Jen Wood,This Uncontainable Light,Tree017,Yes,,,,
6/17/2023 16:53:49,9347,Palomar,Palomar,BANG01,No,,,,
6/22/2023 14:47:19,9347,V/A,The Transfused,YOYO14,No,,,,
6/17/2023 16:54:48,9349,The Eyeliners,Here Comes Trouble,LK244CD,No,,,,
6/17/2023 16:55:20,9350,Sick Bees,My Pleasure,UP081,No,,,,
6/17/2023 16:56:02,9351,V/A,Five Fingers of Dr. X,51266-2,No,,,,
6/17/2023 16:56:34,9352,Tommy Guerrero,A Little Bit of Somethin',MWR104CDUS,No,,,,
6/17/2023 16:57:31,9353,Vic Chesnutt and Mr. & Mrs. Keneipp,Merriment,BB008,No,,,,
6/22/2023 13:55:07,9355,J Church,One Mississippi,DON029-2,Yes,,,,
6/17/2023 17:01:45,9356,"Up, Bustle and Out",Rebel Radio,ZEN CD46,No,,,,
6/22/2023 13:56:02,9357,Mice Parade,Collaborations,AH-008CD,No,,,,
6/22/2023 13:56:41,9358,Noonday Underground,Self-Assembly,M21 CD 001,No,,,,
6/22/2023 13:57:33,9359,Spoozys,Astral Astronauts EP,TWA30.1Pro,No,,,,
6/22/2023 13:58:06,9360,Future Bible Heroes,I'm Lonely,MRG 178,No,,,,
6/22/2023 13:59:25,9361,Appliance,Six Modular Pieces,9134-2,No,,,,
6/22/2023 14:00:15,9362,764-HERO,Weekends of Sound,UP-086,No,,,,
6/22/2023 14:00:45,9363,Mr. Oizo,Last Night a DJ Killed my Dog,9136-2,No,,,,
6/22/2023 14:01:24,9364,Smith & Mighty,Bass is Maternal,!K7090CD,No,,,,
6/22/2023 14:02:02,9365,The Lofty Pillars,When We Were Lost,truck 15/alp 315,Yes,,,,
6/22/2023 14:02:28,9366,ovalprocess,ovalprocess,thrill081,No,,,,
6/22/2023 14:03:02,9367,Pole,CD 1,OLE 339-2,No,,,,
6/22/2023 13:46:55,9368,V/A,This Changes Everything,SN025,Yes,,,,
6/22/2023 13:48:13,9369,The Mercury Program,From The Vapor of Gasoline,TS-003,No,,,,
6/22/2023 13:48:52,9370,Turning Point,1988-1991,JT1049/HI3,No,,,,
6/22/2023 13:49:20,9371,Edward Ka-Spel,Red Letters,CAD 2,No,,,,
6/22/2023 13:49:58,9372,Super Furry Animals,MWNG,FLY040,Yes,,,,
6/22/2023 13:50:19,9373,Helms and Victory at Sea,Split EP,KC005,No,,,,
6/22/2023 13:52:04,9375,Audio Habitat,Felt,ASCAP 2000,No,,,,
6/22/2023 13:53:02,9376,V/A,Heroes & Villains: Music Inspired by the Powerpuff Girls,R2 75848,Yes,,,,
6/22/2023 14:03:59,9377,Japanic,Red Book,PEZ 1001,No,,,,
6/22/2023 14:04:26,9378,The Allies,D-Day,ASPHODEL 0126,No,,,,
6/22/2023 14:04:55,9379,White Hassle,Life is Still Sweet EP,or004,No,,,,
6/22/2023 14:05:44,9380,The Appleseed Cast,Mare Vitalis,der-386,No,,,,
6/22/2023 14:06:21,9381,DJ Cam,Loa Project (vol.2),657036 1031-2,No,,,,
6/22/2023 14:07:26,9382,King Biscuit Time,No Style,ASW49657,No,,,,
6/22/2023 14:06:49,9383,Les Savy Fav,Rome,18581-2,No,,Missing CD,,
6/22/2023 14:11:33,9384,John Vanderslice,Mass Suicide Occult Figures,bark14,No,,,,
6/22/2023 14:12:07,9385,IQU,Teenage Dream,klp108,No,,,,
6/22/2023 14:13:23,9386,Isotope 217,Who Stole the I Walkman?,THRILL080,No,,,,
6/22/2023 14:13:50,9387,Moodorama,Music for Collapsing People,sd049,No,,,,
6/22/2023 14:14:21,9388,Laika,Good-Looking Blues,PURE 89CD,No,,Missing CD,,
6/22/2023 14:14:57,9388,Kid Chaos,Love in the Time of Scurvy,VBR 5002,No,,,,
6/22/2023 14:15:37,9391,V/A,Basementalism: Hip Hop Hits 7/15,,No,,Handmade CD,,
6/22/2023 14:16:15,9392,The Lounge Lizards,Queen of all Ears,SB 0015,No,,,,
6/22/2023 14:17:05,9393,Silkworm,Lifestyle,TG209CD,No,,,,
6/22/2023 14:17:34,9394,Graham Coxon,The Golden D,7243 527024 2 8,No,,,,
6/22/2023 14:18:13,9395,Anticon,Basementalism Mix,,No,,Another handmade CD promoting a show,,
6/22/2023 14:19:10,9396,The Close,"20,000+",7 14343-5020-2 1,No,,,,
6/22/2023 14:19:51,9397,The Princeton Reverbs Colonial,...and the flute to float the soldier's sword,RCR 14,Yes,,Promo CD,,
6/22/2023 14:20:32,9398,Arab Strap,Mad for Sadness,TWA029CD,No,,,,
6/22/2023 14:21:07,9399,Go Robot Go,Super Vacation,Bandaloop004,No,,,,
6/22/2023 14:21:31,9400,V/A,Just Another Taste of Electronic Watusi Boogaloo,KC051,No,,,,
6/22/2023 14:22:03,9401,Starlight Mints,The Dream That Stuff Was Made Of,MHz 004,No,,Missing CD,,
6/22/2023 14:22:37,9402,Jimmy Eat World,Singles,BWR 7-9016-848-3 0-2,No,,,,
6/22/2023 14:23:05,9403,Mean Red Spiders,Stars and Sons,TEEN 3019-2,No,,,,
6/22/2023 14:23:35,9404,Gluecifer,Tender is the Savage,SPCD 495,No,,,,
6/22/2023 14:24:09,9405,Spoozys,Astral Astronauts,TWA30CD,No,,,,
6/22/2023 14:24:36,9406,Toe,Variant,truck16/alp316,No,,,,
6/22/2023 14:26:00,9407,Datach'i,We Are Always Well Thank You,cai2036,No,,Missing CD,,
6/22/2023 14:26:43,9408,Har Mar Superstar,Har Mar Superstar,KRS 365,Yes,,,,
6/22/2023 14:27:43,9409,David Grubbs,The Spectrum Between,DC186CD,No,,,,
6/22/2023 14:29:13,9410,Tomas Jirku,Variants,,No,,No inside cover,,
6/22/2023 14:30:01,9411,Animals on Wheels,Nuvol I Cadira,6 25978 20362 0 ,No,,,,
6/22/2023 14:30:32,9411,Animals on Wheels,Nuvol i Cadira,,No,,Handmade CD,,
6/22/2023 14:31:32,9412,Sulfur,Meld Two,,No,,,,
6/22/2023 14:33:45,9413,Sub Oslo,Dubs in the Key of Life,9414,No,,,,
6/22/2023 14:34:05,9414,Sgt. Rock,Live the Dream,WIJCD 1113,No,,,,
6/22/2023 14:34:32,9415,Live Human,Elefish Jellyphant,ole 452-2,No,,,,
6/22/2023 14:35:46,9416,Jai Agnish,Automata,BB03,No,,,,
6/22/2023 14:35:22,9417,John Digweed,Global Underground Live in Hong Kong,,Yes,,Two disc CD,,
6/22/2023 14:36:08,9418,Shark Quest,Man on Stilts,MRG179,No,,,,
6/22/2023 14:36:42,9419,The Glands,The Glands,314 542 524 2,No,,,,
6/22/2023 14:37:09,9420,A Guy Called Gerald,Essence,!K7088CD,No,,,,
6/22/2023 14:37:45,9421,V/A,Whistle Bait!,CL 62173,No,,,,
6/22/2023 14:38:09,9423,Low and Spring Heel Jack,Bombscare EP,TUGSCD017,No,,,,
6/22/2023 14:38:52,9424,Spring Heel Jack,Disappeared,THI 57091.2,No,,,,
6/22/2023 14:39:21,9425,V/A,Ain't I'm a Dog,CK 62172,No,,,,
6/22/2023 14:39:53,9426,V/A,Lookout! Freakout 2000,LK235,No,,,,
6/22/2023 14:40:40,9427,Sue P. Fox,"Light Matches, Spark Lives",KRS 302,No,,,,
6/22/2023 14:41:28,9428,The Olivia Tremor Control,Singles and Beyond,EMN 7022,No,,,,
6/22/2023 14:42:10,9429,New Order,Movement ,W2 45089,No,,,,
6/22/2023 14:42:34,9430,The Beta Band,The 3 EPs,,No,,Handmade CD,,
6/22/2023 14:43:15,9431,V/A,Jade Tree: The First Five Years,JT1050,No,,Missing CD,,
6/22/2023 14:44:21,9432,Cross My Heart,The Reason I Failed History,Dim Mak 009,No,,,,
6/22/2023 14:45:20,9433,Duster,Contemporary Movement,7 96818 0091 2 9,No,,,,
6/22/2023 14:45:53,9434,Marques Wyatt,Sound Design/v1,om050,No,,,,
6/22/2023 14:46:34,9435,Tossers,Long Dim Road,THK069,No,,,,
6/22/2023 14:46:56,9436,Aden,Hey 19,teenbeat 286,No,,,,
6/22/2023 14:48:22,9438,The Softies,Holiday in Rhode Island,klp 119,No,,,,
6/22/2023 14:49:15,9439,The Microphones,It Was Hot But We Stayed in the Sater,KLP 116,No,,,,
6/22/2023 14:49:37,9440,The Killingtons,The Killingtons,meg001,No,,,,
6/22/2023 14:50:05,9441,The Helio Sequence ,Com Plex,CSR 41,Yes,,,,
6/22/2023 14:51:07,9442,Blue Meanies,Introduce the Post Wave,MGAR...,No,,Catalog # present but some digits missing,,
6/22/2023 14:51:30,9443,Lolita Storm,G-F-S-U,DHR CD23,No,,,,
6/22/2023 14:51:50,9444,The Jealous Sound,The Jealous Sound,BLR-003,No,,,,
6/22/2023 14:52:35,9445,The Hurricane Lamps,You Deserve What You Want,SBR2,No,,,,
6/22/2023 14:53:54,9446,V/A,Holiday Matinee,BLR 002,No,,,,
6/22/2023 14:54:17,9447,The Creators,Weight,MAGICCD2,No,,,,
6/27/2023 12:54:24,9448,The Plastic Constellations,Let's War,,No,,,,
6/27/2023 12:55:05,9449,De La Soul,Art of Official Intelligence,DLS-TBCD-1369/ADI,No,,"Handmade case, official CD",,
6/27/2023 12:55:35,9450,Foil,Never Got Hip,9130-2,No,,,,
6/27/2023 12:56:00,9451,The Ivory Coast,The Rush of Oncoming Traffic,BWR0219,No,,,,
6/27/2023 12:56:24,9452,Chixdiggit!,From Scene to Shining Scene,DON028-2,No,,,,
6/27/2023 12:57:18,9453,Divine Styler,Wordpower 3: Directrix,MWR122CD,No,,,,
6/27/2023 12:57:52,9454,V/A,Sampler from the Movie Groove,PRO-CD-100224,No,,,,
6/27/2023 12:58:15,9455,Porter Hall,Ten Month Soundtrack,ndr 020,No,,,,
6/27/2023 12:59:10,9456,Subset,Overpass,PPR 601,No,,,,
6/27/2023 12:59:56,9458,Centro-Matic,All the Falsest Hearts Can Try,OPR005CD,No,,,,
6/27/2023 13:00:44,9459,Chris Fortier,Trance America,WIl33673,No,,,,
6/27/2023 13:01:18,9461,Phunky Data,38,LC01666,No,,,,
6/27/2023 13:01:41,9462,Phil Crumar,As It Goes,asphodel 0125,No,,,,
6/27/2023 13:02:04,9463,Teen Idols,Full Leather Jacket,DON 030-2,No,,,,
6/27/2023 13:02:47,9464,gogoairheart,gogoairheart,GSL31/iw005,No,,,,
6/27/2023 13:03:07,9465,The Sunshine Fix,Future History Of...,KC054,No,,,,
6/27/2023 13:03:53,9466,Hanin Elias,In Flames: 1995-1999,DHRCD30,No,,,,
6/27/2023 14:45:58,9467,Digital Assassins,Original Master,OMCD-2001-2,No,,,,
6/27/2023 14:46:32,9468,Five Eight,The Good Nurse,der-384,No,,,,
6/27/2023 14:47:33,9469,Rinôçérôse,Le Mobilier,VVR5006993,No,,,,
6/27/2023 14:47:57,9470,The No-No's,Tinnitus,AWR010,No,,,,
6/27/2023 14:48:21,9471,Shalini,We Want Jelly Donuts,PAR-CD-059,No,,,,
6/27/2023 14:48:51,9472,V/A,Abstract Hip Hop,,No,,Hand burned CD,,
6/27/2023 14:49:16,9473,Jets to Brazil,Four Cornered Night,JT1052,No,,,,
6/27/2023 14:49:38,9474,Alex Gopher,Alex Gopher Remix EP,,No,,Hand burned CD,,
6/27/2023 14:50:10,9475,Buffalo Tom,Asides from Buffalo Tom,,No,,,,
6/27/2023 14:50:55,9476,At the Drive-In,Relationship of Command,,No,,Promo CD,,
6/27/2023 14:51:14,9477,The Black Heart Procession,Three,tg210cd,No,,,,
6/27/2023 14:51:39,9478,Trans Am,Red Line,thrill 087,No,,,,
6/27/2023 14:52:03,9479,The Go-Betweens,Going Blind,TWA32CD,No,,,,
6/27/2023 14:52:29,9480,Mojave3,Excuses for Travelers,CAD 2K05 CD,No,,,,
6/27/2023 14:53:13,9482,16 Horsepower,Secret South,7930182857-2,No,,,,
6/27/2023 14:53:52,9483,Man or Astro-Man?,A Spectrum of Infinite Scale,TG206CD,No,,,,
6/27/2023 14:55:52,9487,Moose,Baby It's Over,SW-003,No,,,,
6/27/2023 14:56:23,9488,Bunkbed,Nothing Ever Lasts,LGR005,No,,,,
6/27/2023 14:57:38,9489,The Feelings,Jammers,CIS008,No,,,,
6/27/2023 14:58:07,9490,Damon and Naomi with Ghost,Damon and Naomi with Ghost,SPCD 501,No,,,,
6/27/2023 14:59:59,9491,Idaho,People Like Us Should Be Stopped,IDA0001-2,No,,,,
6/27/2023 15:01:42,9492,The Explosion,Flash Flash Flash,JT1051,No,,,,
6/27/2023 15:02:32,9493,V/A,The Wrong Way Home: A Tribute to Supertramp,URN CD-010,No,,,,
6/27/2023 15:00:41,9494,Pop Unknown,"If Arsenic Fails, Try Algebra",der-382,No,,,,
6/27/2023 15:02:59,9495,The Nextmen,Amongst the Madness,75013,No,,,,
6/27/2023 15:04:03,9496,V/A,Cuba Without Borders,657036 1032-2,No,,,,
6/27/2023 15:05:00,9497,Face to Face,Reactionary,63985-78113-2,No,,Promo CD,,
6/27/2023 15:05:44,9498,Rainer Maria,Past Worn Searching,,No,,Handmade CD?,,
6/27/2023 15:06:24,9499,The Promise Ring,30° Everywhere/Nothing Feels Good,,No,,Handmade CD & cover,,
6/27/2023 15:06:51,9501,Yo La Tengo,Fakebook,AHAON020-2,Yes,,,,
6/27/2023 15:07:21,9502,V/A,A Compilation for Heroes,,No,,,,
6/27/2023 15:07:42,9503,The Waxwings,Low to the Ground,Bob-12,No,,,,
6/27/2023 15:08:34,9504,V/A,Subout,MET 177,No,,,,
6/27/2023 15:09:08,9505,Xorcist,Insects & Angels: Differences & Indifferences,MET 179,Yes,,,,
6/27/2023 15:09:35,9507,Mark Kozelek,Rock n' Roll Singer,BRCD993,No,,,,
6/27/2023 15:10:27,9508,Hooverphonic,Mad About You,ESK 16096,No,,,,
6/27/2023 15:10:52,9509,The Shermans,In Technicolor,LIFE025,No,,,,
6/27/2023 15:11:15,9510,Experimental Aircraft,Experimental Aircraft,sb4,No,,,,
6/27/2023 15:11:49,9511,Adventures in Stereo,Monomania,bob-11,No,,,,
6/27/2023 15:12:11,9512,Bevel,Turn the Furance On,jag 21,No,,,,
6/27/2023 15:12:32,9513,Star Hustler,Songs for Betty,drt037,No,,,,
6/27/2023 15:14:04,9514,Slim Cessna's Auto Club,Always Say Please & Thank You,VIRUS 247CD,Yes,,,,
6/27/2023 15:14:29,9516,V/A,Sing a Song For You: Tribute to Tim Buckley,MFO 42301,No,,,,
6/27/2023 15:15:01,9517,Movietone,The Blossom Filled Streets,DC193CD,No,,,,
6/27/2023 15:15:57,9518,Björk,Selmasongs,Elektra 62533-2,No,,Promo CD,,
6/27/2023 15:16:22,9519,The Mooney Suzuki,People Get Ready,es1273d,No,,,,
6/27/2023 15:16:42,9520,Pele,The Nudes,prc-034,No,,,,
6/27/2023 15:17:32,9521,The Blood Brothers,This Adultery is Ripe,SN022,No,,,,
6/27/2023 15:17:54,9522,Nobody,Soulmates,URCD061,No,,,,
6/27/2023 15:18:22,9523,Slumber Party,Slumber Party,KRS 363,Yes,,,,
6/27/2023 15:18:53,9524,Pinetop Seven,Bringing Home the Last Great Strike,alp 317/truck 17,No,,,,
6/27/2023 15:19:37,9525,Pram,The Museum of Imaginary Animals,MRG184,No,,,,
6/27/2023 15:19:59,9526,Damien Jurado,Ghost of David,SPCD507,No,,,,
6/27/2023 15:20:31,9527,St. Germain,Tourist,7243 5 25114 2 6,No,,,,
6/27/2023 15:20:54,9528,Photek,Solaris,,Yes,,Handmade CD,,
6/27/2023 15:21:19,9529,Morphine,Bootleg Detroit,RCD 10495,No,,,,
6/27/2023 15:21:39,9530,Pinback,Some Voices,Tree15,Yes,,,,
6/27/2023 15:21:56,9531,Ryan Adams,Heartbreaker,,No,,Handmade CD,,
6/27/2023 15:22:32,9532,Simon Fisher-Turner (SFT),Travelcard,BBSULCD006,No,,,,
6/27/2023 15:30:15,9533,V/A,"Latin Travels 2, 4",657036 1033-2,No,,,,
6/27/2023 15:30:47,9534,Bettie Serveert,Private Suit,AHA!017,Yes,,,,
6/27/2023 15:31:21,9535,Kev Hoper,Whispering Foils,CD201CD,No,,,,
6/27/2023 15:35:59,9536,Marshmallow Coast,Marshmallow Coasting,KC053,No,,,,
6/27/2023 15:36:50,9537,V/A Mixed by Carl Cox,Carl Cox Live @ The Cro-Bar in Chicago,MM 80132-2,No,,,,
6/27/2023 15:37:23,9538,V/A,OM Lounge 4,OM-097,No,,,,
6/27/2023 15:38:49,9539,Kid606,Down with the Scene,ipc-7,No,,,,
6/27/2023 15:39:15,9540,Cadillac Blindside,Read the Book Seen the Movie,SJR-014,No,,,,
6/27/2023 15:42:28,9541,Nile,Black Seeds of Vengeance,RR 6448-2,No,,,,
6/27/2023 15:43:03,9542,Joan of Arc,The Gap,,No,,,,
6/27/2023 15:43:40,9543,Rian Murphy and Will Oldham,Almost Heaven,DC123CD,Yes,,,,
6/27/2023 15:44:11,9544,Eulcid,The Wind Blew All the Fires Out,SN023,No,,,,
6/27/2023 15:45:02,9545,The 6ths,Hyacinths & Thistles,MRG18,No,,,,
6/27/2023 15:56:58,9546,V/A,The New Latinaires 3,URCD0066,No,,,,
6/27/2023 15:45:32,9548,Cubanismo! in New Orleans,Mardi Gras Mambo,HNCD 1441,No,,,,
6/27/2023 15:46:03,9549,Snog,Relax into the Abyss,MET 181,No,,,,
6/27/2023 15:46:37,9550,Worm Trouble,The Poison Kitchen,HS75019,No,,,,
6/27/2023 15:47:20,9551,Unsound,Unsound,,No,,Handmade CD,,
6/27/2023 15:48:18,9552,Open Road,The Remarkable Open Road Band Sings Bluegrass Songs for You,7 83707 24592,No,,,,
6/27/2023 15:48:49,9555,Badly Drawn Boy,The Hour of Bewilderbeast,TNXLCD133,Yes,,,,
6/27/2023 15:49:14,9556,V/A,Viva Cubop 2,CBCD033,No,,,,
6/27/2023 15:50:27,9557,The Dandy Warhols,Tales from Slabtown V.2,DPRO 7087 6 15638 2 5,No,,,,
6/27/2023 15:52:30,9558,V/A,Crime and Punishment in Suburbia Original Motion Picture Soundtrack,73138 359092,No,,,,
6/27/2023 15:52:56,9559,V/A,Keep Left,ace010,No,,,,
6/27/2023 15:53:46,9560,P.P. Roy,You Can't Help Liking...,CAT 106 CD,No,,,,
6/27/2023 15:54:10,9561,Puritan,How to Move a Piano,elsinor 29,No,,,,
6/27/2023 15:54:39,9562,Koufax,It Had to Do With Love,VR349 HV007,Yes,,,,
6/29/2023 13:57:29,9562,Koufax,It Had to Do With Love,VR349 HV007,No,,,,
6/27/2023 15:55:19,9563,Nick Drake ,Pink Moon,HNCD4436,No,,,,
6/27/2023 15:56:06,9564,Vitesse,Chelsea 27099,AHA!014,Yes,,,,
6/27/2023 15:58:18,9565,Ugly Duckling,Journey to Anywhere,481001-2,No,,,,
6/27/2023 16:00:47,9566,The Wisdom of Harry,House of Binary,OLE414-2,Yes,,,,
6/29/2023 13:58:00,9568,The New Amsterdams,Never You Mind,VR347 / HV006,No,,,,
6/29/2023 13:58:33,9569,Moonshine,overamerica2000,mm 80136-2,Yes,,,,
6/29/2023 13:58:59,9571,V/A,RPM Hits 9/11/00,,No,,Handmade CD,,
6/29/2023 13:59:34,9572,V/A,Basementalism Mix Week of 9/17,,No,,Handmade CD,,
6/29/2023 14:00:20,9573,The Fucking Champs,IV,DC197CD,Yes,,Promo CD,,
6/29/2023 14:00:46,9574,Kind of Like Spitting,Old Moon in the Arms of the New,,No,,,,
6/29/2023 14:01:25,9575,Mates of State,My Solo Project,OMNI 024,Yes,,,,
6/29/2023 14:02:02,9576,Screeching Weasel,Teen Punks in Heat,LK257CD,No,,,,
6/29/2023 14:02:45,9577,Avail,One Wrench,Fat 597-2,No,,,,
6/29/2023 14:04:27,9579,V/A,Shöut at the Remix: A Tribute to Mötley Crüe,CLP 0789-2,No,,,,
6/29/2023 14:05:10,9580,Moral Crux,The Side Effects of Thinking,LK248CD,No,,Missing CD,,
6/29/2023 14:05:39,9582,Shalabi Effect,Shalabi Effect,,No,,No front cover,,
6/29/2023 14:07:14,9582,Savath + Savales,Folk Songs For...,hefty 016,No,,,,
6/29/2023 14:06:09,9583,Futique,Go.Low,SDW071-2,No,,,,
6/29/2023 14:07:50,9587,Tortoise,TNT,THRILL 050,No,,,,
6/29/2023 14:09:24,9588,June of 44,The Anatomy of Sharks,QS40CD,No,,Very strange CD case,,
6/29/2023 14:09:48,9589,Bonnie 'Prince' Billy,I See A Darkness,PR 22,No,,,,
6/29/2023 14:10:24,9590,V/A,An Ocean of Doubt: Emo Diaries #4,der-381,No,,,,
6/29/2023 14:11:17,9591,Hooverphonic,The Magnificent Tree,EK 62209,No,,,,
6/29/2023 14:11:52,9592,Chainsaw Kittens,The All-American,FAR-450,No,,,,
6/29/2023 14:12:20,9593,Magnetophone,Come on the 'phone,BAD 2K07 CD,No,,,,
6/29/2023 14:12:59,9594,Sundays Best,Poised to Break,PRC-037,No,,,,
6/29/2023 14:13:36,9595,The Letter E,No. 5ive Longplayer,ts009,No,,,,
6/29/2023 14:14:01,9596,Elf Power,The Winter is Coming,SF-021,No,,,,
6/29/2023 14:14:32,9597,Ravenous,Phoenix,MET 183,No,,Promo CD,,
6/29/2023 14:15:31,9600,Eleni Mandell,Thrill,,No,,,,
6/29/2023 14:16:21,9601,Erin McKeown,Distillation,SIG 1262,No,,,,
6/29/2023 14:16:54,9602,V/A,Transmission One: Tea at the Palaz of Hoon,,No,,Cool CD case,,
6/29/2023 14:17:35,9603,The Mr. T Experience,The Miracle of Shame,lookout 254,No,,,,
6/29/2023 14:17:58,9604,Goldfrapp,Felt Mountain,9135-2,No,,,,
6/29/2023 14:18:25,9605,Catfight!,Is Frustrated,WOE50,Yes,,,,
6/29/2023 14:18:49,9606,Ruby Falls,For the New Crop,,No,,Promo CD,,
6/29/2023 14:19:32,9607,Jebediah and Jimmy Eat World,Jebediah and Jimmy Eat World,BWR 790-1684-832-2,No,,,,
6/29/2023 14:20:40,9608,Electronic,Twisted Tenderness,KOC-CD-8165,No,,,,
6/29/2023 14:21:33,9609,The Verve,A Storm in Heaven,0777 7 87950 2 5,No,,,,
6/29/2023 14:22:53,9610,The Cassandra Complex,Wetware,MET 182,No,,,,
6/29/2023 14:23:19,9611,Radiohead,Kid A,,No,,Handmade CD,,
6/29/2023 14:23:48,9612,Mascott,Follow the Sound,HRH017,No,,,,
6/29/2023 14:24:18,9613,Versus,Hurrah,MRG186,No,,,,
6/29/2023 14:25:35,9614,Don Caballero,American Don,tg218cd,Yes,,,,
6/29/2023 14:26:01,9615,Spokane,Leisure & Other Songs,JAG22,No,,,,
6/29/2023 14:26:27,9616,Blonde Redhead,Melodie Citronique,TG129CD,No,,,,
6/29/2023 14:26:55,9617,Ray Armando,Mallet Hands,CBCD031,No,,,,
6/29/2023 14:27:26,9618,Timo Maas,Music for the Maases,,No,,,,
6/29/2023 14:28:04,9619,DJ Garth,San Francisco Sessions: Volume 3,OM-060,No,,,,
6/29/2023 14:28:56,9620,Dave Ralph,Love Parade: Berlin,2-54664,No,,,,
6/29/2023 14:29:27,9621,The Deathray Davies,The Return of the Ventriloquist,IR 021,No,,,,
6/29/2023 14:29:58,9622,Birdie,Some Dusty,KC056,Yes,,,,
6/29/2023 14:30:30,9623,Kittycraft,Catskills,MAR063,No,,,,
6/29/2023 14:31:15,9624,Joy Division,The Complete BBC Recordings,302 061 084 2,No,,,,
6/29/2023 14:31:51,9625,New Order,BBC Radio/Live in Concert,302 061 085 2,No,,,,
6/29/2023 14:32:08,9626,Ashley Park,Town and Country,KC055,No,,,,
6/29/2023 14:32:31,9627,Mandarin,Driftline,toh 009,No,,,,
6/29/2023 14:32:53,9628,Elevator,A Taste of Complete Perspective,teen 3023-2,No,,,,
6/29/2023 14:34:34,9629,O1O,Still Life with Peripheral Grey,NOK-017,Yes,,,,
6/29/2023 14:35:21,9630,The Comas,A Def Needle in Tomorrow,YEP 2020,No,,,,
6/29/2023 14:35:55,9631,Doves,Lost SOuls,ASW50248,No,,,,
6/29/2023 14:36:18,9632,High Llamas,Buzzle Bee,DC 191 CD,No,,,,
6/29/2023 14:36:39,9633,The Pets,Love and War,ndr 022,No,,,,
6/29/2023 14:37:14,9634,Jetenderpaul,Presents the Modal Lines,btv029,No,,,,
6/29/2023 14:38:27,9635,V/A,Wir - Ladomat 2000,2094-2,No,,,,
6/29/2023 14:38:55,9636,The Aluminum Group,Pelo,HEFTY25,No,,,,
6/29/2023 14:39:41,9637,Ec8or,The One and Only High and Low,DHR CD27,Yes,,,,
6/29/2023 14:40:07,9638,Idaho,Hearts of Palm,IDA002-2,No,,,,
6/29/2023 14:40:40,9639,V/A,The Ecstasy of the Agony,VIRUS 252,No,,,,
6/29/2023 14:41:34,9640,Baxendale,You Will Have Your Revenge,HRH016,No,,,,
6/29/2023 14:48:02,9640,The Church Steps,Jewelry Ep,()rDial14,No,,,,
6/29/2023 14:42:15,9641,90 Day Men,(it(is)it) critical band,southern 18577,No,,,,
6/29/2023 14:42:42,9642,Jejune,R.I.P.,BWR 0227,No,,,,
6/29/2023 14:43:14,9643,The Lassie Foundation,Pacifico,GTA-012,No,,,,
6/29/2023 14:44:33,9644,"Paris, Texas",Braziliant,PRC-036,No,,,,
6/29/2023 14:46:14,9645,Chicks on Speed,The Unreleases,KLP 120,No,,Promo CD,,
6/29/2023 14:46:54,9646,The Firebird Band,The Setting Sun and its Satellites,PROMO HED-094,No,,Promo CD,,
6/29/2023 14:47:23,9648,Karate,Unsolved,southern 18584-2,No,,,,
6/29/2023 14:48:36,9650,PJ Harvey,"Stories from the City, Stories from the Sea",314-548-144-2,No,,,,
6/29/2023 14:49:16,9651,Songs:Ohia,Ghost Tropic,,No,,,,
6/29/2023 14:49:48,9652,Barcelona,Zero-One-Infinity,MAR 066,No,,,,
6/29/2023 14:50:04,9654,Spoon,Loveways,mrg191,No,,,,
6/29/2023 14:50:29,9655,Cristian Vogel,Rescate 137,3058-2,No,,,,
6/29/2023 14:50:53,9656,David Holmes,Bow Down to the Exit Sign,481007-2,No,,,,
6/29/2023 14:51:39,9657,Oranger,The Quietvibrationland,ag-06,No,,,,
6/29/2023 14:52:06,9658,Elysian Fields,Queen of the Meadow,TWA33CD,No,,,,
6/29/2023 14:52:33,9659,Pelican City,Rhode Island,14211829-02,No,,,,
